transaction_id,date,product_category,product_name,quantity,price,total_amount,customer_id,region
79,2023-09-09,Clothing,Jacket,1,95.86,95.86,189,South
80,2023-07-09,Food,Fruits,2,434.72,869.44,143,West
81,2023-10-23,Home,Cookware,2,148.41,296.82,54,East
82,2023-08-01,Electronics,Smartwatch,2,475.72,951.44,27,West
83,2023-07-27,Clothing,Jeans,3,294.99,884.97,13,West
84,2023-08-25,Electronics,Laptop,5,223.94,1119.7,159,West
85,2023-12-04,Home,Furniture,4,294.24,1176.96,163,East
86,2023-02-22,Home,Tools,4,263.18,1052.72,60,North
87,2023-10-07,Home,Cookware,3,381.8,1145.4,6,East
88,2023-08-05,Electronics,Smartphone,2,148.42,296.84,197,West
89,2023-09-09,Electronics,Tablet,3,182.99,548.97,58,East
90,2023-07-07,Electronics,Smartphone,3,448.11,1344.33,49,West
91,2023-02-10,Electronics,Headphones,1,473.76,473.76,151,North
92,2023-06-06,Home,Furniture,5,447.35,2236.75,162,South
93,2023-01-15,Home,Cookware,4,215.53,862.12,26,North
94,2023-10-28,Clothing,T-Shirt,2,392.38,784.76,47,North
95,2023-03-06,Clothing,Dress,4,243.4,973.6,5,South
96,2023-12-11,Electronics,Smartphone,4,253.79,1015.16,20,East
97,2023-11-23,Food,Bakery,5,110.29,551.45,134,South
98,2023-01-09,Food,Bakery,4,299.65,1198.6,198,East
99,2023-12-10,Home,Cookware,4,101.21,404.84,59,East
100,2023-05-09,Home,Bedding,3,172.47,517.41,192,West
101,2023-05-16,Home,Bedding,5,428.96,2144.8,146,West
102,2023-03-04,Clothing,Dress,1,111.47,111.47,132,South
103,2023-05-19,Clothing,T-Shirt,2,44.87,89.74,17,North
104,2023-03-22,Home,Bedding,4,43.81,175.24,14,South
105,2023-06-12,Home,Cookware,2,470.98,941.96,13,East
106,2023-10-16,Home,Cookware,1,258.39,258.39,135,West
107,2023-09-18,Food,Snacks,2,210.61,421.22,128,South
108,2023-08-19,Clothing,Shoes,1,407.33,407.33,44,South
109,2023-02-10,Food,Snacks,3,419.55,1258.65,119,West
110,2023-01-28,Food,Fruits,4,172.77,691.08,143,West
111,2023-05-15,Home,Decor,1,349.87,349.87,19,West
112,2023-07-20,Home,Bedding,2,387.85,775.7,63,East
113,2023-11-24,Electronics,Laptop,4,330.78,1323.12,163,West
114,2023-09-25,Electronics,Laptop,3,84.28,252.84,81,North
115,2023-02-02,Food,Beverages,4,439.18,1756.72,163,South
116,2023-02-17,Clothing,Jeans,1,274.16,274.16,147,West
117,2023-03-03,Home,Bedding,3,148.41,445.23,148,West
118,2023-08-04,Home,Bedding,2,218.36,436.72,100,East
119,2023-10-20,Food,Bakery,3,28.41,85.23,163,East
120,2023-04-09,Electronics,Smartphone,3,72.65,217.95,160,South
121,2023-06-21,Clothing,Jacket,5,385.12,1925.6,122,North
122,2023-12-26,Electronics,Smartwatch,3,10.01,30.03,176,South
123,2023-08-02,Electronics,Headphones,3,214.12,642.36,44,West
124,2023-02-04,Electronics,Headphones,4,266.03,1064.12,104,North
125,2023-08-15,Electronics,Smartphone,2,36.77,73.54,152,North
126,2023-04-11,Home,Cookware,4,486.81,1947.24,61,North
127,2023-05-11,Home,Cookware,4,120.8,483.2,125,North
128,2023-09-14,Electronics,Laptop,1,159.06,159.06,145,South
129,2023-01-05,Clothing,Dress,4,158.93,635.72,71,East
130,2023-08-06,Food,Beverages,5,122.9,614.5,107,East
131,2023-09-12,Clothing,Dress,5,10.72,53.6,50,West
132,2023-12-25,Clothing,Dress,1,367.38,367.38,65,East
133,2023-10-10,Clothing,Jacket,2,483.75,967.5,99,East
134,2023-07-26,Electronics,Headphones,2,119.9,239.8,32,East
135,2023-01-15,Home,Decor,4,334.89,1339.56,164,East
136,2023-12-12,Clothing,Dress,4,373.53,1494.12,141,West
137,2023-02-11,Electronics,Laptop,4,425.73,1702.92,198,South
138,2023-06-28,Clothing,Jeans,2,217.09,434.18,58,North
139,2023-03-04,Clothing,Jacket,3,158.44,475.32,128,East
140,2023-12-18,Electronics,Smartphone,5,169.39,846.95,142,South
141,2023-08-19,Home,Decor,3,359.18,1077.54,165,East
142,2023-08-29,Home,Bedding,3,410.22,1230.66,112,East
143,2023-02-21,Food,Dairy,2,98.99,197.98,68,North
144,2023-04-06,Electronics,Laptop,3,191.76,575.28,40,North
145,2023-08-10,Food,Bakery,1,451.95,451.95,187,North
146,2023-08-19,Food,Bakery,4,405.28,1621.12,144,East
147,2023-08-25,Food,Fruits,1,492.58,492.58,190,East
148,2023-05-23,Home,Cookware,5,379.58,1897.9,132,East
149,2023-06-20,Electronics,Smartwatch,4,202.67,810.68,173,North
150,2023-01-29,Food,Dairy,3,299.41,898.23,90,West
151,2023-02-05,Electronics,Laptop,5,333.9,1669.5,28,South
152,2023-01-13,Electronics,Headphones,4,48.44,193.76,96,West
153,2023-06-09,Home,Decor,3,276.8,830.4,194,East
154,2023-11-23,Food,Fruits,1,357.57,357.57,31,East
155,2023-07-06,Food,Fruits,4,91.99,367.96,3,West
156,2023-08-31,Electronics,Smartwatch,3,392.51,1177.53,136,East
157,2023-03-27,Clothing,Jacket,1,296.05,296.05,24,South
158,2023-10-11,Home,Decor,5,476.59,2382.95,15,East
159,2023-03-07,Home,Bedding,5,30.79,153.95,171,South
160,2023-06-19,Home,Bedding,5,140.01,700.05,159,West
161,2023-02-14,Home,Furniture,5,304.76,1523.8,45,West
162,2023-03-03,Food,Fruits,2,155.31,310.62,194,East
163,2023-05-14,Food,Snacks,4,360.07,1440.28,8,South
164,2023-10-11,Clothing,Jacket,4,381.91,1527.64,71,East
165,2023-01-28,Home,Furniture,2,60.23,120.46,108,North
166,2023-04-18,Home,Decor,3,261.79,785.37,115,North
167,2023-02-13,Electronics,Laptop,3,259.36,778.08,103,North
168,2023-12-06,Food,Dairy,5,190.95,954.75,125,North
169,2023-10-13,Home,Furniture,1,467.13,467.13,57,East
170,2023-11-27,Clothing,Shoes,3,415.48,1246.44,30,North
171,2023-05-08,Clothing,Shoes,1,351.63,351.63,146,South
172,2023-12-14,Food,Snacks,4,360.02,1440.08,114,West
173,2023-08-19,Clothing,Dress,1,236.24,236.24,197,West
174,2023-07-09,Clothing,T-Shirt,4,461.29,1845.16,117,North
175,2023-08-13,Food,Fruits,2,350.35,700.7,167,North
176,2023-10-10,Home,Bedding,2,367.2,734.4,60,North
177,2023-05-01,Home,Tools,5,432.23,2161.15,98,East
178,2023-04-26,Clothing,Dress,3,144.3,432.9,171,West
179,2023-08-21,Clothing,Shoes,5,405.46,2027.3,126,North
180,2023-09-16,Home,Decor,4,105.67,422.68,173,South
181,2023-12-25,Food,Bakery,5,179.22,896.1,151,North
182,2023-07-17,Clothing,Dress,1,174.45,174.45,197,West
183,2023-05-17,Electronics,Tablet,4,489.48,1957.92,94,North
184,2023-11-14,Food,Bakery,2,429.7,859.4,134,West
185,2023-06-14,Clothing,Jeans,3,353.57,1060.71,184,North
186,2023-08-13,Clothing,T-Shirt,4,366.26,1465.04,122,South
187,2023-11-03,Electronics,Headphones,4,285.42,1141.68,108,North
188,2023-08-22,Electronics,Smartphone,1,474.07,474.07,4,South
189,2023-06-21,Home,Decor,3,253.17,759.51,93,South
190,2023-06-01,Food,Beverages,2,196.45,392.9,151,North
191,2023-11-11,Food,Fruits,4,89.89,359.56,6,South
192,2023-06-09,Home,Bedding,4,395.24,1580.96,32,East
193,2023-04-06,Food,Bakery,1,369.88,369.88,106,North
194,2023-08-21,Food,Beverages,5,198.33,991.65,146,North
195,2023-06-29,Food,Beverages,2,22.34,44.68,15,South
196,2023-04-23,Food,Bakery,3,421.11,1263.33,168,South
197,2023-11-14,Food,Beverages,4,15.59,62.36,122,North
198,2023-02-21,Electronics,Headphones,4,354.81,1419.24,96,East
199,2023-09-25,Food,Dairy,2,485.43,970.86,6,South
200,2023-10-22,Electronics,Laptop,5,224.45,1122.25,112,South
201,2023-04-23,Food,Fruits,4,125.14,500.56,120,West
202,2023-04-11,Home,Decor,2,355.39,710.78,123,East
203,2023-04-23,Clothing,Jacket,1,410.39,410.39,191,East
204,2023-03-22,Electronics,Smartwatch,5,277.75,1388.75,67,North
205,2023-07-06,Food,Beverages,3,483.85,1451.55,106,East
206,2023-04-23,Home,Tools,4,35.32,141.28,139,North
207,2023-01-02,Clothing,T-Shirt,2,257.35,514.7,43,West
208,2023-05-10,Electronics,Headphones,1,362.04,362.04,145,East
209,2023-08-08,Clothing,Jeans,3,432.69,1298.07,96,South
210,2023-02-23,Home,Decor,2,97.84,195.68,132,West
211,2023-12-09,Electronics,Laptop,2,402.0,804.0,191,North
212,2023-08-12,Clothing,Dress,3,280.83,842.49,196,West
213,2023-08-13,Food,Beverages,1,204.31,204.31,81,North
214,2023-05-06,Electronics,Smartwatch,1,74.54,74.54,41,West
215,2023-05-10,Clothing,Shoes,5,433.99,2169.95,133,North
216,2023-02-22,Home,Tools,4,87.06,348.24,160,East
217,2023-06-21,Home,Cookware,3,161.8,485.4,198,South
218,2023-08-06,Electronics,Tablet,3,152.12,456.36,35,North
219,2023-06-09,Clothing,Shoes,3,436.99,1310.97,22,West
220,2023-07-17,Electronics,Smartphone,1,339.62,339.62,193,North
221,2023-09-04,Electronics,Tablet,4,400.37,1601.48,150,North
222,2023-11-20,Clothing,Jeans,5,132.73,663.65,112,North
223,2023-07-22,Clothing,T-Shirt,2,316.19,632.38,11,West
224,2023-07-03,Food,Dairy,2,290.16,580.32,3,South
225,2023-05-03,Clothing,T-Shirt,3,418.09,1254.27,137,East
226,2023-09-12,Home,Cookware,4,453.98,1815.92,60,South
227,2023-10-21,Electronics,Tablet,1,15.96,15.96,76,North
228,2023-10-07,Electronics,Laptop,4,340.27,1361.08,87,West
229,2023-11-21,Home,Furniture,4,35.4,141.6,14,South
230,2023-04-08,Clothing,Shoes,1,278.94,278.94,18,North
231,2023-07-17,Home,Tools,3,150.94,452.82,113,East
232,2023-08-28,Home,Cookware,4,160.32,641.28,73,East
233,2023-05-24,Food,Bakery,2,182.95,365.9,23,East
234,2023-04-07,Home,Decor,1,314.43,314.43,83,North
235,2023-07-20,Electronics,Smartwatch,5,173.68,868.4,125,West
236,2023-05-04,Home,Furniture,3,369.02,1107.06,175,South
237,2023-07-06,Electronics,Laptop,1,208.22,208.22,69,East
238,2023-11-22,Electronics,Headphones,5,43.49,217.45,47,North
239,2023-12-15,Electronics,Laptop,5,394.04,1970.2,116,North
240,2023-09-16,Clothing,Shoes,4,150.02,600.08,30,South
241,2023-05-28,Food,Beverages,4,222.06,888.24,25,East
242,2023-09-09,Electronics,Tablet,4,345.87,1383.48,156,North
243,2023-12-12,Electronics,Smartphone,1,172.9,172.9,112,South
244,2023-05-27,Clothing,T-Shirt,1,37.73,37.73,25,West
245,2023-05-28,Electronics,Smartwatch,3,193.22,579.66,74,West
246,2023-12-18,Home,Decor,4,472.78,1891.12,58,West
247,2023-07-18,Home,Furniture,5,324.45,1622.25,94,East
248,2023-11-04,Food,Bakery,2,339.02,678.04,119,South
249,2023-05-08,Electronics,Smartphone,3,319.82,959.46,127,South
250,2023-02-08,Clothing,T-Shirt,1,107.51,107.51,169,North
251,2023-12-04,Home,Decor,3,214.98,644.94,25,North
252,2023-12-26,Clothing,Dress,3,377.96,1133.88,78,North
253,2023-05-09,Clothing,T-Shirt,3,59.67,179.01,99,South
254,2023-09-24,Home,Furniture,3,146.15,438.45,116,North
255,2023-05-31,Clothing,Shoes,2,145.4,290.8,48,South
256,2023-10-25,Home,Tools,4,221.69,886.76,10,South
257,2023-04-09,Clothing,Dress,5,490.38,2451.9,99,West
258,2023-09-20,Home,Tools,3,43.08,129.24,11,North
259,2023-09-09,Electronics,Smartphone,3,264.16,792.48,85,West
260,2023-05-24,Food,Snacks,3,97.89,293.67,149,East
261,2023-12-12,Home,Decor,4,485.63,1942.52,173,East
262,2023-04-22,Home,Decor,1,65.52,65.52,135,East
263,2023-03-01,Food,Bakery,1,207.76,207.76,192,South
264,2023-01-02,Home,Furniture,2,371.56,743.12,126,South
265,2023-10-31,Home,Tools,1,355.23,355.23,64,South
266,2023-09-11,Clothing,Dress,3,217.14,651.42,2,North
267,2023-05-20,Food,Beverages,3,179.8,539.4,76,West
268,2023-02-06,Electronics,Laptop,3,204.83,614.49,121,South
269,2023-06-09,Home,Cookware,2,139.5,279.0,42,West
270,2023-01-09,Food,Fruits,3,110.61,331.83,54,West
271,2023-08-21,Clothing,Dress,1,246.69,246.69,75,West
272,2023-04-09,Electronics,Laptop,4,141.58,566.32,16,North
273,2023-05-27,Food,Fruits,4,150.86,603.44,18,North
274,2023-10-31,Electronics,Smartphone,5,331.81,1659.05,187,East
275,2023-07-27,Electronics,Headphones,1,484.58,484.58,90,East
276,2023-05-11,Electronics,Smartwatch,3,305.78,917.34,144,West
277,2023-06-01,Home,Tools,4,47.72,190.88,6,East
278,2023-02-23,Home,Furniture,1,47.04,47.04,185,West
279,2023-04-30,Clothing,Shoes,4,476.2,1904.8,108,North
280,2023-06-10,Clothing,T-Shirt,3,155.67,467.01,175,North
281,2023-04-26,Food,Snacks,4,55.11,220.44,48,North
282,2023-03-16,Clothing,Jacket,5,303.53,1517.65,42,South
283,2023-04-23,Electronics,Tablet,5,315.59,1577.95,76,West
284,2023-04-14,Electronics,Laptop,4,327.77,1311.08,188,North
285,2023-12-06,Home,Decor,1,141.03,141.03,77,West
286,2023-09-11,Electronics,Smartwatch,1,17.4,17.4,132,East
287,2023-08-15,Food,Beverages,1,482.86,482.86,130,East
288,2023-04-22,Electronics,Headphones,4,132.94,531.76,59,North
289,2023-04-09,Electronics,Headphones,1,341.25,341.25,155,West
290,2023-06-02,Food,Beverages,3,356.25,1068.75,27,North
291,2023-12-15,Clothing,T-Shirt,5,308.9,1544.5,79,East
292,2023-12-04,Clothing,Jeans,3,163.32,489.96,72,North
293,2023-07-13,Food,Fruits,1,142.84,142.84,7,West
294,2023-11-06,Home,Cookware,3,302.86,908.58,191,East
295,2023-06-12,Electronics,Headphones,1,434.39,434.39,111,South
296,2023-07-27,Food,Beverages,4,473.9,1895.6,119,East
297,2023-06-18,Electronics,Tablet,3,61.89,185.67,174,South
298,2023-06-10,Home,Decor,4,85.87,343.48,63,North
299,2023-03-09,Electronics,Smartwatch,4,472.92,1891.68,124,North
300,2023-10-16,Food,Bakery,2,370.9,741.8,12,West
301,2023-10-04,Electronics,Laptop,1,442.67,442.67,141,South
302,2023-10-31,Clothing,Jeans,5,109.29,546.45,43,North
303,2023-05-15,Home,Decor,1,297.92,297.92,17,South
304,2023-07-14,Home,Bedding,5,353.56,1767.8,63,North
305,2023-05-08,Home,Tools,1,343.25,343.25,120,East
306,2023-02-02,Food,Snacks,4,209.99,839.96,36,North
307,2023-06-25,Home,Tools,3,17.54,52.62,8,West
308,2023-01-22,Clothing,Shoes,3,295.63,886.89,69,East
309,2023-08-26,Food,Beverages,2,134.02,268.04,90,West
310,2023-06-07,Clothing,T-Shirt,5,230.62,1153.1,36,East
311,2023-02-07,Electronics,Laptop,5,479.21,2396.05,28,South
312,2023-08-18,Electronics,Headphones,5,205.53,1027.65,118,West
313,2023-12-31,Electronics,Laptop,4,421.5,1686.0,93,North
314,2023-02-20,Electronics,Laptop,5,102.38,511.9,175,South
315,2023-09-21,Clothing,Jeans,3,339.51,1018.53,76,North
316,2023-10-10,Food,Snacks,4,488.73,1954.92,101,East
317,2023-01-27,Food,Beverages,1,59.93,59.93,158,East
318,2023-08-14,Home,Cookware,5,14.08,70.4,151,North
319,2023-10-04,Clothing,Dress,5,222.46,1112.3,144,North
320,2023-10-13,Electronics,Headphones,1,55.39,55.39,14,South
321,2023-04-07,Clothing,T-Shirt,5,376.71,1883.55,71,North
322,2023-10-11,Home,Decor,1,458.13,458.13,180,West
323,2023-11-13,Home,Cookware,4,222.67,890.68,124,West
324,2023-10-31,Clothing,T-Shirt,3,136.77,410.31,125,North
325,2023-05-27,Clothing,Jacket,1,222.86,222.86,37,West
326,2023-01-04,Clothing,Shoes,2,364.49,728.98,29,North
327,2023-02-04,Food,Fruits,1,14.44,14.44,195,South
328,2023-07-11,Electronics,Smartphone,5,298.83,1494.15,143,West
329,2023-02-18,Clothing,Jeans,4,310.51,1242.04,175,West
330,2023-01-17,Clothing,Dress,4,322.47,1289.88,174,North
331,2023-06-21,Clothing,Jeans,1,128.59,128.59,180,West
332,2023-08-08,Home,Bedding,3,359.89,1079.67,19,East
333,2023-06-07,Home,Cookware,2,54.78,109.56,106,South
334,2023-02-15,Food,Snacks,4,107.64,430.56,21,South
335,2023-01-06,Electronics,Smartphone,5,439.96,2199.8,64,West
336,2023-04-09,Food,Snacks,5,371.97,1859.85,165,West
337,2023-08-21,Electronics,Smartwatch,3,16.74,50.22,27,East
338,2023-02-06,Home,Cookware,4,131.7,526.8,55,East
339,2023-10-07,Home,Tools,1,115.06,115.06,29,West
340,2023-12-15,Home,Tools,5,142.7,713.5,148,West
341,2023-10-29,Food,Snacks,3,131.3,393.9,25,East
342,2023-06-30,Clothing,Jacket,4,40.64,162.56,70,North
343,2023-04-05,Clothing,Dress,4,234.88,939.52,63,East
344,2023-04-09,Home,Bedding,4,369.04,1476.16,164,North
345,2023-07-07,Clothing,Shoes,4,307.3,1229.2,130,South
346,2023-04-26,Clothing,Dress,4,339.71,1358.84,150,South
347,2023-07-10,Food,Dairy,5,49.76,248.8,16,East
348,2023-09-10,Electronics,Laptop,3,476.23,1428.69,146,North
349,2023-06-10,Home,Bedding,4,420.86,1683.44,197,East
350,2023-09-13,Home,Tools,2,404.49,808.98,182,East
351,2023-11-19,Food,Snacks,2,413.26,826.52,100,North
352,2023-05-08,Food,Dairy,3,467.03,1401.09,30,East
353,2023-01-18,Clothing,Shoes,1,276.68,276.68,45,South
354,2023-10-08,Home,Furniture,1,108.14,108.14,19,West
355,2023-08-11,Electronics,Smartphone,1,312.22,312.22,34,West
356,2023-02-23,Food,Snacks,2,374.01,748.02,141,East
357,2023-02-27,Electronics,Smartwatch,1,371.58,371.58,171,North
358,2023-11-19,Electronics,Smartphone,5,265.51,1327.55,62,North
359,2023-12-26,Home,Decor,4,43.54,174.16,118,South
360,2023-06-23,Home,Bedding,2,191.85,383.7,100,North
361,2023-10-07,Food,Fruits,3,461.18,1383.54,22,North
362,2023-04-24,Home,Furniture,3,296.38,889.14,180,South
363,2023-10-15,Home,Decor,4,273.78,1095.12,180,East
364,2023-12-08,Home,Tools,2,141.74,283.48,111,West
365,2023-05-31,Electronics,Smartphone,1,190.54,190.54,164,South
366,2023-05-07,Food,Snacks,1,448.72,448.72,73,East
367,2023-06-04,Clothing,T-Shirt,5,336.57,1682.85,147,South
368,2023-09-30,Electronics,Smartphone,5,395.82,1979.1,38,East
369,2023-04-14,Home,Furniture,1,232.63,232.63,70,South
370,2023-10-26,Electronics,Tablet,3,318.82,956.46,116,East
371,2023-09-03,Home,Bedding,3,131.71,395.13,79,South
372,2023-06-25,Home,Furniture,5,355.68,1778.4,185,East
373,2023-02-08,Electronics,Headphones,4,219.52,878.08,148,South
374,2023-06-19,Food,Beverages,1,226.85,226.85,9,West
375,2023-09-04,Home,Bedding,5,328.17,1640.85,32,West
376,2023-01-26,Food,Snacks,5,468.78,2343.9,132,North
377,2023-12-21,Clothing,Jacket,1,41.36,41.36,50,East
378,2023-11-02,Home,Tools,1,414.12,414.12,82,South
379,2023-01-13,Food,Beverages,3,153.27,459.81,5,East
380,2023-11-12,Food,Beverages,4,227.52,910.08,148,West
381,2023-11-09,Clothing,Dress,4,20.74,82.96,87,East
382,2023-02-05,Food,Fruits,1,157.51,157.51,126,South
383,2023-06-22,Food,Fruits,2,256.29,512.58,75,East
384,2023-01-20,Clothing,Jeans,5,37.53,187.65,165,South
385,2023-11-17,Home,Cookware,5,250.64,1253.2,22,West
386,2023-09-21,Food,Bakery,1,464.28,464.28,186,West
387,2023-05-22,Food,Fruits,2,61.64,123.28,68,West
388,2023-05-23,Food,Beverages,3,384.58,1153.74,44,North
389,2023-04-02,Electronics,Smartwatch,1,210.74,210.74,34,West
390,2023-12-20,Clothing,Dress,1,331.04,331.04,77,East
391,2023-11-18,Electronics,Tablet,5,137.52,687.6,42,North
392,2023-10-15,Clothing,Jacket,1,88.15,88.15,137,West
393,2023-08-03,Home,Bedding,1,88.63,88.63,106,East
394,2023-12-08,Home,Decor,1,44.54,44.54,95,East
395,2023-02-20,Food,Dairy,5,100.97,504.85,135,East
396,2023-06-02,Clothing,Jacket,3,335.47,1006.41,68,South
397,2023-07-05,Home,Tools,3,442.03,1326.09,147,North
398,2023-03-04,Clothing,Shoes,1,408.92,408.92,159,East
399,2023-07-09,Home,Furniture,5,345.72,1728.6,128,South
400,2023-05-05,Electronics,Smartwatch,3,64.11,192.33,163,West
401,2023-05-30,Home,Decor,3,151.7,455.1,185,East
402,2023-11-10,Electronics,Smartphone,3,161.81,485.43,85,South
403,2023-02-27,Home,Decor,5,132.48,662.4,189,East
404,2023-12-08,Food,Dairy,5,262.35,1311.75,159,North
405,2023-11-01,Electronics,Headphones,1,272.42,272.42,83,North
406,2023-06-29,Home,Decor,4,184.87,739.48,95,West
407,2023-06-19,Food,Fruits,3,183.36,550.08,181,East
408,2023-11-22,Electronics,Smartwatch,4,415.99,1663.96,32,South
409,2023-09-28,Food,Dairy,5,396.75,1983.75,66,West
410,2023-02-23,Clothing,Jeans,5,160.82,804.1,187,East
411,2023-04-11,Clothing,Shoes,5,457.76,2288.8,116,West
412,2023-09-21,Electronics,Tablet,4,476.88,1907.52,138,South
413,2023-02-22,Home,Tools,5,170.1,850.5,130,West
414,2023-03-01,Electronics,Tablet,1,183.67,183.67,194,West
415,2023-04-18,Food,Dairy,5,257.76,1288.8,60,West
416,2023-01-05,Home,Tools,2,471.15,942.3,17,East
417,2023-04-13,Clothing,Dress,4,439.4,1757.6,96,South
418,2023-07-15,Home,Furniture,2,60.26,120.52,144,North
419,2023-09-19,Clothing,Jeans,5,202.44,1012.2,16,East
420,2023-12-31,Home,Decor,1,281.15,281.15,46,North
421,2023-12-16,Home,Bedding,3,256.53,769.59,167,North
422,2023-02-16,Home,Bedding,5,104.99,524.95,159,East
423,2023-12-21,Food,Snacks,1,430.82,430.82,107,East
424,2023-11-07,Food,Fruits,4,341.7,1366.8,88,South
425,2023-11-04,Electronics,Tablet,2,420.58,841.16,129,South
426,2023-05-24,Electronics,Laptop,2,430.79,861.58,139,West
427,2023-09-26,Clothing,T-Shirt,2,376.69,753.38,119,North
428,2023-05-04,Food,Dairy,4,225.21,900.84,85,South
429,2023-04-16,Clothing,Dress,1,309.17,309.17,4,West
430,2023-06-07,Electronics,Laptop,4,88.58,354.32,71,South
